Agro_Earleaflength Agro_Earleafwidth Agro_Earlength Agro_Earrownumber Agro_Kernelthickness Agro_Kernelwidth Agro_Kernernumberperrow Agro_Leafnumberaboveear Agro_Plantheight Agro_Silkingtime Agro_Tasselbranchnumber Agro_Tasselmainaxislength Agro_cobweight Agro_kernellength C16_1P C18_2P C18_3 C20_1P C220.C240 C24_0 Disease_GLS_Blup Disease_MRDV_Blup Disease_NLB_Blup Disease_NLBwidth Disease_SCR_Blup Disease_SLB.Blup OIL SFA.USFA VAOTC ZEA alpha delta total line
1.79640800424828 0.925082557076402 1.11943850075107 1.17895794232338 0.644749283466428 0.841860128182557 1.38045884545814 0.736141897067282 2.2997400991986 1.84238080054678 0.8456183871295 1.41808604872086 1.2725895102907 0.940507385570976 -0.780020155030233 1.75178312285522 -1.18943319049909 -0.522623405981803 -0.268263300152217 -1.9209940995512 0.601171439883507 0.633569442554092 0.598428306337258 -0.112654626120578 0.648360010980932 0.443567598674868 0.586656347505515 -0.642576776946129 -1.21117578087077 0.634474247218782 1.00548938685693 -0.0106836950100486 1.46857623485488 150
1.87993767246782 0.92099905178116 1.12194704120156 1.09741590167219 0.67969415242881 0.900698738545075 1.36598612427224 0.729526309173586 2.22463066456686 1.83969859536299 0.916955603634722 1.4291646331606 1.22265665739707 0.92471855361952 -0.866078694491487 1.74174564088498 -1.22746083368554 -0.383774025571516 -0.194958397828194 -1.74138457619768 0.746271968825102 0.565611724902059 0.581844999670998 -0.0496313557881178 0.607455023214668 0.437406204685432 0.632479191817611 -0.636001421971773 -1.07982526609869 0.59990489536868 1.3563987693968 -0.000434511774017692 1.52521330653203 177
1.89748766137174 0.972623022845527 1.14130840023853 1.14920037506236 0.679212510012537 0.912801872917423 1.36920795280744 0.740244949093448 2.29043028424905 1.87271379369123 0.988978608252681 1.44154654255738 1.24139325021287 0.946256843313455 -0.65364855536415 1.78856763118191 -1.17518089034001 -0.600454023138806 -0.175674823792208 -1.97491510753142 0.636953127815606 0.633569442554092 0.687207164471064 0.0146475231864883 0.460897842756548 0.501508738875685 0.561403859846695 -0.634149734406311 -0.941597289126896 0.795497669942459 1.26735479775645 -0.000434511774017692 1.48952959517696 238
1.84775506578345 0.946692341777733 1.03093461033067 1.12185713204268 0.625276792068375 0.866905195092353 1.28065927680994 0.750926824245102 2.20627433747957 1.85294636572009 0.84392136330515 1.45276666167229 1.14786622797566 0.901040038845765 -0.83969238573613 1.72997288592656 -1.20796942935851 -0.496320435666051 -0.180536851403267 -1.85275428891123 0.621059922644992 0.565611724902059 0.420265306288179 -0.0104466283503994 0.546542663478131 0.515659103773812 0.652297723802738 -0.598687383453061 -0.884672597484003 0.841691009689279 0.835068800203528 -0.000434511774017692 1.20148452070489 268
1.83142618700721 0.944295670391357 1.01416063675656 1.1197477184695 0.690039856682485 0.926112761903282 1.34747820683239 0.76135226351879 2.23049448312156 1.85294636572009 0.80200392316849 1.424043601734 1.23709911904867 0.953112734739754 -0.751354784305858 1.69044132484528 -1.26057099638147 -0.336339302882074 -0.226873986397951 -1.78378570759628 0.645180245168461 0.217483944213906 0.393020771881759 0.0188944223448137 0.540329474790874 0.424814810875732 0.554567127580717 -0.588100669812671 -0.81237517377027 0.918701191495456 0.618874040077115 0.125468252936899 1.28794721659657 501
1.8165869388627 0.814168388316239 0.837275402321088 1.11725286659173 0.582897843129576 0.709983659124076 1.22521226889218 0.638676266619638 2.15680004200217 1.85877863907877 1.25157840096182 1.41398522502748 0.652986672698385 0.848182753021361 -0.807237498029446 1.66287144543872 -1.24502913512249 -0.434112676487205 -0.115788882018677 -1.93059500097373 0.678140199596803 0.629919035503542 0.600477405972911 -0.254457501799928 0.416640507338281 0.711198135618009 0.709645587564552 -0.602841426860788 NA NA 0.930928665180889 0.1778538085223 1.75503975071779 647
1.85715579956872 0.926097462159303 1.06945843300564 1.0773156079919 0.66736609203243 0.931521843148278 1.32513996671518 0.677659441335696 2.21690986958158 1.83699972186786 0.873205378030946 1.43148237340764 1.075620662941 0.955673296387108 -0.720304150327539 1.63732842770803 -1.28471163394226 -0.478847240791534 -0.1818049371084 -1.87098978831849 0.778461367112901 0.633569442554092 0.56360445223836 -0.0964965904971052 0.697229342759718 0.607654795079713 0.653655750727096 -0.655515209828735 -1.52703572397436 0.47832114370415 1.04133345914519 0.0861105738013196 1.52335880955069 812
1.85121291803912 1.02274272453853 1.09664236484816 1.17950026360651 0.675947376958747 0.913907118230625 1.32588722863332 0.753795035845723 2.26254290554074 1.87767248284036 0.758190592036166 1.51836285584674 1.38349412735057 0.928774960465532 -0.772561265967896 1.77973262073581 -1.29289848457195 -0.589046284969134 -0.2350831589442 -1.93667471141827 0.573377136561484 0.426348573787508 0.410464393283336 -0.05576415620652 0.519827993775719 0.472218449708498 0.682120523956367 -0.691128760692186 -0.841670431087122 0.9237619608287 1.08214602044969 -0.000434511774017692 1.64108723767455 1323
1.79947567136083 0.941043121239129 1.05767969574537 1.17568971647322 0.6296200719359 0.919936195467333 1.3401438447612 0.710431673865124 2.13601921818635 1.81120757675662 0.592621073421312 1.42447038306421 1.17443037853548 0.959930410106192 -0.695096931209932 1.6691861015046 -1.33552250467041 -0.389067421738093 -0.200625089561252 -1.72519843994483 0.778461367112901 0.601190532615334 0.588113052899814 0.00864294127565193 0.741151598851785 0.584182797415604 0.540914581645912 -0.636145101235219 -1.10652784194848 0.858711602157976 0.984045496851437 -0.000434511774017692 1.37132281992342 5237
1.90132529324435 0.918871532101701 1.05432835590857 1.10956306387827 0.718261030032863 0.957637919350446 1.28030666423962 0.691718041290239 2.20195226696445 1.86797867618752 0.962797902800614 1.49476971508214 1.28471118667765 0.949826595438742 -0.730400100520212 1.70192177778925 -1.20655688247928 -0.438586241907572 -0.221589796956366 -1.86150865370399 0.697678651616088 0.629103650177136 0.493554865286676 -0.155588879317211 0.747411807886423 0.485124737538359 0.574972785658054 -0.595764338895738 -1.07200579461731 0.68568800812626 0.833217256604643 -0.000434511774017692 1.59655531338801 5311
